ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,copys,borrows
0394734092,"The Definitive Biography of P. D. Q. Bach, 1807-1742?","Peter. Schickele",1987,"Random House",http://images.amazon.com/images/P/0394734092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394734092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394734092.01.LZZZZZZZ.jpg,5,0
0060560797,"Wanted: One Perfect Man (Starlight Trilogy (Avon))","Judi McCoy",2004,Avon,http://images.amazon.com/images/P/0060560797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060560797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060560797.01.LZZZZZZZ.jpg,5,0
0861300025,"The Golden Barge","Michael Moorcock",1979,"Savoy Books",http://images.amazon.com/images/P/0861300025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0861300025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0861300025.01.LZZZZZZZ.jpg,5,0
0684854112,"Listen To Your Body : A Gynecologist Answers Womens Most Intimate Questionscompletely Revised And U","Niels H. Lauersen",2000,Fireside,http://images.amazon.com/images/P/0684854112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684854112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684854112.01.LZZZZZZZ.jpg,5,0
0870700243,"Modern Starts: People, Places, Things","John Elderfield",1999,"Museum of Modern Art, New York",http://images.amazon.com/images/P/0870700243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0870700243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0870700243.01.LZZZZZZZ.jpg,5,0
2266115499,"Non Coupable","John Grisham",2001,Pocket,http://images.amazon.com/images/P/2266115499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266115499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266115499.01.LZZZZZZZ.jpg,5,0
0553231723,"Call for the Dead","John Le Carre",1982,"Bantam Books",http://images.amazon.com/images/P/0553231723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553231723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553231723.01.LZZZZZZZ.jpg,5,0
0671492985,"TRIANGLE (Star Trek (Numbered Paperback))","Sondra Marshak",1983,"Star Trek",http://images.amazon.com/images/P/0671492985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671492985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671492985.01.LZZZZZZZ.jpg,5,0
0525941169,"Bad Boys: Why We Love Them, How to Live With Them, When to Leave Them","Carole Lieberman",1997,"Penguin USA",http://images.amazon.com/images/P/0525941169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525941169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525941169.01.LZZZZZZZ.jpg,5,0
0964392690,"Leah's Way","Richard Botelho",2004,"Windstream Publishing Company",http://images.amazon.com/images/P/0964392690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0964392690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0964392690.01.LZZZZZZZ.jpg,5,0
0006279759,"Selected Writings (Fount Classics)","Gerard Manley Hopkins",1996,Zondervan,http://images.amazon.com/images/P/0006279759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0006279759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0006279759.01.LZZZZZZZ.jpg,5,0
1558850236,"Pepe Rios","Daniel Cano",1990,"Arte Publico Press",http://images.amazon.com/images/P/1558850236.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558850236.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558850236.01.LZZZZZZZ.jpg,5,0
0300097417,"Who's Teaching Your Children: Why the Teacher Crisis Is Worse Than You Think and What Can Be Done About It","Vivian Troen",2003,"Yale University Press",http://images.amazon.com/images/P/0300097417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0300097417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0300097417.01.LZZZZZZZ.jpg,5,0
0345291506,"Night Whispers","Charles Veley",1980,"Ballantine Books",http://images.amazon.com/images/P/0345291506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345291506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345291506.01.LZZZZZZZ.jpg,5,0
0786905069,"The Mage in the Iron Mask (Forgotten Realms Novel: The Nobles)","Brian Thomsen",1996,TSR,http://images.amazon.com/images/P/0786905069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786905069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786905069.01.LZZZZZZZ.jpg,5,0
0684855178,"CHICK FOR A DAY : What Would You Do If You Were One?","Fiona Giles",2000,"Simon &amp; Schuster",http://images.amazon.com/images/P/0684855178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684855178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684855178.01.LZZZZZZZ.jpg,5,0
1850282633,"Rocks &amp; Minerals of the World (Science Nature Guides)","Michael O'Donoghue",1995,"Dragon's World",http://images.amazon.com/images/P/1850282633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1850282633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1850282633.01.LZZZZZZZ.jpg,5,0
0880380772,"Dragon's Ransom, No. 16 (A Dungeons &amp; Dragons adventure book)","Laura French",1984,"Wizards of the Coast",http://images.amazon.com/images/P/0880380772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880380772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880380772.01.LZZZZZZZ.jpg,5,0
0439295750,"Dr. Jekyll and Mr. Hyde: And Other Stories of the Supernatural (Scholastic Classics)","Robert Louis Stevenson",2002,"Scholastic Paperbacks",http://images.amazon.com/images/P/0439295750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439295750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439295750.01.LZZZZZZZ.jpg,5,0
0553219456,"Water Witch (Loveswept, No 293)","Jan Hudson",1988,Loveswept,http://images.amazon.com/images/P/0553219456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553219456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553219456.01.LZZZZZZZ.jpg,5,0
1575664305,"The Trench","Steve Alten",1999,"Kensington Pub Corp",http://images.amazon.com/images/P/1575664305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575664305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575664305.01.LZZZZZZZ.jpg,5,0
0307101843,"Sesame Street Shake a Leg","Golden Books",1999,"Golden Books",http://images.amazon.com/images/P/0307101843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307101843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307101843.01.LZZZZZZZ.jpg,5,0
0310501016,"Becoming a Contagious Christian Participant's Guide","Bill Hybels",1995,"Zondervan Publishing Company",http://images.amazon.com/images/P/0310501016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310501016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310501016.01.LZZZZZZZ.jpg,5,0
0553566555,"No Means No (Sweet Valley University (Paperback))","Francine Pascal",1995,"Sweet Valley",http://images.amazon.com/images/P/0553566555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553566555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553566555.01.LZZZZZZZ.jpg,5,0
0812217780,"The Academic Job Search Handbook (3rd Edition)","Mary Morris Heiberger",2001,"University of Pennsylvania Press",http://images.amazon.com/images/P/0812217780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812217780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812217780.01.LZZZZZZZ.jpg,5,0
0060928867,"3 Days to Vitality : Cleanse Your Body, Clear Your Mind, Claim Your Spirit","Pamela Serure",1998,"Perennial Currents",http://images.amazon.com/images/P/0060928867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060928867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060928867.01.LZZZZZZZ.jpg,5,0
0340530936,"Painted Lives","Max Egremont",1990,"Hodder &amp; Stoughton General Division",http://images.amazon.com/images/P/0340530936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340530936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340530936.01.LZZZZZZZ.jpg,5,0
0910923124,"A Land Remembered","Patrick D. Smith",1984,"Pineapple Press (FL)",http://images.amazon.com/images/P/0910923124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0910923124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0910923124.01.LZZZZZZZ.jpg,5,0
0590436600,"Kristy and the Snobs (Baby-Sitters Club (Paperback))","Ann M. Martin",1989,"Scholastic Paperbacks",http://images.amazon.com/images/P/0590436600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590436600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590436600.01.LZZZZZZZ.jpg,5,0
2842057562,"La Face cachĂ?Â©e du Monde : Du contre-pouvoir aux abus de pouvoir","Pierre PĂ?Â©an",2003,"Mille et Une Nuits",http://images.amazon.com/images/P/2842057562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2842057562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2842057562.01.LZZZZZZZ.jpg,5,0
1575661489,"Princess Charming","Jane Heller",1997,"Kensington Publishing Corporation",http://images.amazon.com/images/P/1575661489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575661489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575661489.01.LZZZZZZZ.jpg,5,0
0451511956,"Lord Jim","Joseph Conrad",1979,"Signet Book",http://images.amazon.com/images/P/0451511956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451511956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451511956.01.LZZZZZZZ.jpg,5,0
0688166180,"The Devil's Workshop","Stephen J. Cannell",1999,"William Morrow &amp; Company",http://images.amazon.com/images/P/0688166180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688166180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688166180.01.LZZZZZZZ.jpg,5,0
0671701630,"JENNYS DREAM","Victoria Morrow",1990,Pocket,http://images.amazon.com/images/P/0671701630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671701630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671701630.01.LZZZZZZZ.jpg,5,0
0452261678,"Boss: Richard J. Daley of Chicago","Mike Royko",1988,"Plume Books",http://images.amazon.com/images/P/0452261678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452261678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452261678.01.LZZZZZZZ.jpg,5,0
0929239571,"My Utmost for His Highest: An Updated Edition in Today's Language","Oswald Chambers",1992,"Discovery House Publishers",http://images.amazon.com/images/P/0929239571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0929239571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0929239571.01.LZZZZZZZ.jpg,5,0
0878577211,"Future Youth: How to Reverse the Aging Process : Plus a Program for a Year of Rejuvenation","Carol Keough",1987,"St Martins Pr",http://images.amazon.com/images/P/0878577211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0878577211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0878577211.01.LZZZZZZZ.jpg,5,0
0060959495,"Salvation: Black People and Love","bell hooks",2001,Perennial,http://images.amazon.com/images/P/0060959495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060959495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060959495.01.LZZZZZZZ.jpg,5,0
0373705662,"Courage, My Love (Women Who Dare) (Women Who Dare)","John Leslie",1993,Harlequin,http://images.amazon.com/images/P/0373705662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373705662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373705662.01.LZZZZZZZ.jpg,5,0
0316852678,"Whatever Love Means","David Baddiel",2000,"Little Brown",http://images.amazon.com/images/P/0316852678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316852678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316852678.01.LZZZZZZZ.jpg,5,0
0816141312,"Joanna's Husband, and David's Wife (G.K. Hall large print book series)","Elizabeth Forsythe Hailey",1986,"Thorndike Pr",http://images.amazon.com/images/P/0816141312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816141312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816141312.01.LZZZZZZZ.jpg,5,0
0938753363,"Make Your Own:Funny Home Videos","Megan Stine",1990,"Parachute Press, Inc.",http://images.amazon.com/images/P/0938753363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0938753363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0938753363.01.LZZZZZZZ.jpg,5,0
1878257080,"The Time Book/Book and Watch","John Cassidy",1991,"Klutz Press",http://images.amazon.com/images/P/1878257080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878257080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878257080.01.LZZZZZZZ.jpg,5,0
1574882597,"This Kind of War: The Classic Korean War History","T. R. Fehrenbach",2000,"Brassey's Inc",http://images.amazon.com/images/P/1574882597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1574882597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1574882597.01.LZZZZZZZ.jpg,5,0
0933388454,"Self-Therapy for the Stutterer","Malcolm Fraser",2000,"Stuttering Foundation of America",http://images.amazon.com/images/P/0933388454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0933388454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0933388454.01.LZZZZZZZ.jpg,5,0
0806515767,"The Fifty Greatest Conspiracies of All Time: History's Biggest Mysteries, Coverups, and Cabals","Jonathan Vankin",1994,"Carol Pub Group",http://images.amazon.com/images/P/0806515767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806515767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806515767.01.LZZZZZZZ.jpg,5,0
0671640526,"Hugh Johnson's Modern encyclopedia of wine","Hugh Johnson",1987,"Simon and Schuster",http://images.amazon.com/images/P/0671640526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671640526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671640526.01.LZZZZZZZ.jpg,5,0
0553244418,"The Harem of Aman Akbar","Elizabeth Ann Scarborough",1984,"Bantam Books",http://images.amazon.com/images/P/0553244418.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553244418.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553244418.01.LZZZZZZZ.jpg,5,0
0747518874,"The Pumpkin Eater (Bloomsbury Classics)","Penelope Mortimer",1995,"Bloomsbury Publishing PLC",http://images.amazon.com/images/P/0747518874.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747518874.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747518874.01.LZZZZZZZ.jpg,5,0
0887309372,"The 22 Immutable Laws of Branding: How to Build a Product or Service into a World-Class Brand","Laura Ries",1998,"HarperCollins Publishers",http://images.amazon.com/images/P/0887309372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887309372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887309372.01.LZZZZZZZ.jpg,5,0
0805056491,"Organizing from the Inside Out","Julie Morgenstern",1998,"Henry Holt &amp; Company",http://images.amazon.com/images/P/0805056491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805056491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805056491.01.LZZZZZZZ.jpg,5,0
0553096303,"Brian Froud's Faerielands: The Wild Wood (Brian Froud's Faerielands)","Charles De Lint",1994,"Bantam Books",http://images.amazon.com/images/P/0553096303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553096303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553096303.01.LZZZZZZZ.jpg,5,0
0060929960,"The Ten Commandments : The Significance of God's Laws in Everyday Life","Laura Schlessinger",1999,Quill,http://images.amazon.com/images/P/0060929960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929960.01.LZZZZZZZ.jpg,5,0
0854767096,"Challenging Lifestyle","Nicky Gumbel",1996,"Kingsway Communications",http://images.amazon.com/images/P/0854767096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0854767096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0854767096.01.LZZZZZZZ.jpg,5,0
0385489838,"Seductive Poison: A Jonestown Survivor's Story of Life and Death in the Peoples Temple","Deborah Layton",1998,"Anchor Books/Doubleday",http://images.amazon.com/images/P/0385489838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385489838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385489838.01.LZZZZZZZ.jpg,5,0
3150180074,"Woyzeck. Studienausgabe.","Georg BĂ?ÂĽchner",1999,"Reclam, Ditzingen",http://images.amazon.com/images/P/3150180074.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3150180074.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3150180074.01.LZZZZZZZ.jpg,5,0
8527700921,"DicionĂˇrio contrastivo luso-brasileiro","Mauro Villar",1989,"Editora Guanabara",http://images.amazon.com/images/P/8527700921.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8527700921.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8527700921.01.LZZZZZZZ.jpg,5,0
0449133249,"Body Snatchers, Stiffs and Other Ghoulish Delights","Frederick Drimmer",1987,"Fawcett Books",http://images.amazon.com/images/P/0449133249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449133249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449133249.01.LZZZZZZZ.jpg,5,0
1862074925,"Loving Monsters","James Hamilton-Paterson",2003,"Granta Books",http://images.amazon.com/images/P/1862074925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1862074925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1862074925.01.LZZZZZZZ.jpg,5,0
8420482536,"Amantes y Enemigos: Cuentos de Parejas","Rosa Montero",1998,"Schoenhof Foreign Books Inc",http://images.amazon.com/images/P/8420482536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420482536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420482536.01.LZZZZZZZ.jpg,5,0
0789401886,"Eyewitness Travel Guide to Ireland","Lisa Gerard-Sharp",1997,"Dorling Kindersley Publishing",http://images.amazon.com/images/P/0789401886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789401886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789401886.01.LZZZZZZZ.jpg,5,0
0373226276,"His Only Desire (Double Exposure) (Intrigue, 627)","Adrianne Lee",2001,Harlequin,http://images.amazon.com/images/P/0373226276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373226276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373226276.01.LZZZZZZZ.jpg,5,0
0590441876,"My Book of Funny Valentines (Read With Me)","Margo Lundell",1993,Scholastic,http://images.amazon.com/images/P/0590441876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590441876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590441876.01.LZZZZZZZ.jpg,5,0
2246616115,"La Joueuse de go","Shan Sa",2001,Grasset,http://images.amazon.com/images/P/2246616115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2246616115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2246616115.01.LZZZZZZZ.jpg,5,0
0505524589,"The Shadowing (Candleglow)","Joan Overfield",2002,"Dorchester Publishing Company",http://images.amazon.com/images/P/0505524589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524589.01.LZZZZZZZ.jpg,5,0
0316381209,"The Anniversary: A Novel","Amy Gutman",2003,"Little, Brown",http://images.amazon.com/images/P/0316381209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316381209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316381209.01.LZZZZZZZ.jpg,5,0
1550221922,"The Making of Gypsy (Classic Broadway Musicals)","Keith Garebian",1994,"Independent Pub Group",http://images.amazon.com/images/P/1550221922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550221922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550221922.01.LZZZZZZZ.jpg,5,0
8871664523,"Caffelletto High Quality Bed and Breakfast in Italy","Michael Ballarati",1999,"Michael Kesend Pub Ltd",http://images.amazon.com/images/P/8871664523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8871664523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8871664523.01.LZZZZZZZ.jpg,5,0
2253139459,"Le Sabotage amoureux","AmĂ?Â©lie Nothomb",1996,LGF,http://images.amazon.com/images/P/2253139459.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253139459.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253139459.01.LZZZZZZZ.jpg,5,0
0425194116,"Good Blood (Elkins, Aaron)","Aaron J. Elkins",2004,"Berkley Hardcover",http://images.amazon.com/images/P/0425194116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425194116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425194116.01.LZZZZZZZ.jpg,5,0
2266118811,L'Ecrivain,"Yasmina Khadra",2003,Pocket,http://images.amazon.com/images/P/2266118811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266118811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266118811.01.LZZZZZZZ.jpg,5,0
0738203335,"Rebel Code: Linux and the Open Source Revolution","Glyn Moody",2001,"Perseus Publishing",http://images.amazon.com/images/P/0738203335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0738203335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0738203335.01.LZZZZZZZ.jpg,5,0
0313294615,"Contemporary Jewish-American Dramatists and Poets : A Bio-Critical Sourcebook","Joel Shatzky",1999,"Greenwood Press",http://images.amazon.com/images/P/0313294615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0313294615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0313294615.01.LZZZZZZZ.jpg,5,0
0571204341,"Landing on the Sun","Michael Frayn",2001,"Faber &amp; Faber Ltd",http://images.amazon.com/images/P/0571204341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571204341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571204341.01.LZZZZZZZ.jpg,5,0
0373871694,"Finally Found (Love Inspired (Numbered))","Lyn Cote",2002,"Steeple Hill",http://images.amazon.com/images/P/0373871694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373871694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373871694.01.LZZZZZZZ.jpg,5,0
0060930055,"You Can't Go Home Again","Thomas Wolfe",1998,Perennial,http://images.amazon.com/images/P/0060930055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930055.01.LZZZZZZZ.jpg,5,0
0968097138,"Still Loving Your Long-Distance Relationship","Stephen Blake",1998,"Anton Publishing",http://images.amazon.com/images/P/0968097138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0968097138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0968097138.01.LZZZZZZZ.jpg,5,0
0156141647,"Bring Me a Unicorn: Diaries and Letters of Anne Morrow Lindbergh, 1922-1928","Anne Morrow Lindbergh",1993,"Harvest Books",http://images.amazon.com/images/P/0156141647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156141647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156141647.01.LZZZZZZZ.jpg,5,0
0425152766,"Fresh Kills (Cass Jameson Legal Mysteries)","Carolyn Wheat",1996,"Berkley Publishing Group",http://images.amazon.com/images/P/0425152766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152766.01.LZZZZZZZ.jpg,5,0
0316120863,"All the Finest Girls: A Novel","Alexandra Styron",2002,"Back Bay Books",http://images.amazon.com/images/P/0316120863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316120863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316120863.01.LZZZZZZZ.jpg,5,0
0743477219,"Daddy's Little Girl","Mary Higgins Clark",2002,"Pocket Book",http://images.amazon.com/images/P/0743477219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743477219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743477219.01.LZZZZZZZ.jpg,5,0
0445040890,"Squaring the Circle (Circle of Light, Book 4)","Niel Hancock",1977,"Popular Library",http://images.amazon.com/images/P/0445040890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445040890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445040890.01.LZZZZZZZ.jpg,5,0
0811831671,"Emily's Black Mail: Fold and Mail Stationery (Emily the Strange)","DC Comics",2001,"Chronicle Books",http://images.amazon.com/images/P/0811831671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811831671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811831671.01.LZZZZZZZ.jpg,5,0
0385054882,"Future kin; eight science fiction stories","Roger Elwood",1974,Doubleday,http://images.amazon.com/images/P/0385054882.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385054882.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385054882.01.LZZZZZZZ.jpg,5,0
3426048086,"Gorillas im Nebel. Mein Leben mit den sanften Riesen.","Dian Fossey",1991,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",http://images.amazon.com/images/P/3426048086.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426048086.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426048086.01.LZZZZZZZ.jpg,5,0
0821740059,"Apache Promise (Heartfire Romance)","Janis Reams Hudson",1992,"Kensington Pub Corp (Mm)",http://images.amazon.com/images/P/0821740059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821740059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821740059.01.LZZZZZZZ.jpg,5,0
0060193670,"Without Reservation: The Making of America's Most Powerful Indian Tribe and Foxwoods, the World's Largest Casino","Jeff Benedict",2000,"HarperCollins Publishers",http://images.amazon.com/images/P/0060193670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060193670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060193670.01.LZZZZZZZ.jpg,5,0
0451406613,"Forever &amp; Ever","Patricia Gaffney",1996,Topaz,http://images.amazon.com/images/P/0451406613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451406613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451406613.01.LZZZZZZZ.jpg,5,0
